InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,J,House,ExpectedDemand
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,10,2,798.5591497081662
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,10,3,801.5666464079493
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,10,4,961.087540862957
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,10,5,963.7085473924722
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,10,6,801.4528914554679
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,10,7,809.2020567192272
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,10,8,800.0759580614302
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,10,9,844.855247282101
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,10,10,801.852371655066
4,Drahi_4.csv,6,4,4,0.6,100.0,10.0,10,1,801.3050436775164
4,Drahi_4.csv,6,4,4,0.6,100.0,10.0,10,2,806.2188747559196
4,Drahi_4.csv,6,4,4,0.6,100.0,10.0,10,3,805.4960275994748
4,Drahi_4.csv,6,4,4,0.6,100.0,10.0,10,4,813.3044178301029
4,Drahi_4.csv,6,4,4,0.6,100.0,10.0,10,5,806.1554038845085
4,Drahi_4.csv,6,4,4,0.6,100.0,10.0,10,6,792.9820490427632
4,Drahi_4.csv,6,4,4,0.6,100.0,10.0,10,7,802.5086057636192
4,Drahi_4.csv,6,4,4,0.6,100.0,10.0,10,8,803.6542483820415
4,Drahi_4.csv,6,4,4,0.6,100.0,10.0,10,9,813.0923884327151
4,Drahi_4.csv,6,4,4,0.6,100.0,10.0,10,10,812.8446509565777
5,Drahi_5.csv,6,4,4,0.6,100.0,10.0,10,1,798.2568259354153
5,Drahi_5.csv,6,4,4,0.6,100.0,10.0,10,2,800.986464344493
5,Drahi_5.csv,6,4,4,0.6,100.0,10.0,10,3,788.3800198576185
5,Drahi_5.csv,6,4,4,0.6,100.0,10.0,10,4,804.5285810566568
5,Drahi_5.csv,6,4,4,0.6,100.0,10.0,10,5,780.8500948205061
5,Drahi_5.csv,6,4,4,0.6,100.0,10.0,10,6,799.2824974476965
5,Drahi_5.csv,6,4,4,0.6,100.0,10.0,10,7,800.5106637824255
5,Drahi_5.csv,6,4,4,0.6,100.0,10.0,10,8,1663.035789942095
5,Drahi_5.csv,6,4,4,0.6,100.0,10.0,10,9,780.2353533548799
5,Drahi_5.csv,6,4,4,0.6,100.0,10.0,10,10,769.4293311833904
6,Drahi_6.csv,6,4,4,0.6,100.0,10.0,10,1,802.5398821899126
6,Drahi_6.csv,6,4,4,0.6,100.0,10.0,10,2,874.3220221312306
6,Drahi_6.csv,6,4,4,0.6,100.0,10.0,10,3,816.9105891462453
6,Drahi_6.csv,6,4,4,0.6,100.0,10.0,10,4,821.7658997247964
6,Drahi_6.csv,6,4,4,0.6,100.0,10.0,10,5,799.9448551515543
6,Drahi_6.csv,6,4,4,0.6,100.0,10.0,10,6,815.271524828976
6,Drahi_6.csv,6,4,4,0.6,100.0,10.0,10,7,802.1384704187309
6,Drahi_6.csv,6,4,4,0.6,100.0,10.0,10,8,820.8235463778271
6,Drahi_6.csv,6,4,4,0.6,100.0,10.0,10,9,800.6971686683102
6,Drahi_6.csv,6,4,4,0.6,100.0,10.0,10,10,820.7494924352035
7,Drahi_7.csv,6,4,4,0.6,100.0,10.0,10,1,771.5438876574652
7,Drahi_7.csv,6,4,4,0.6,100.0,10.0,10,2,799.001163604178
7,Drahi_7.csv,6,4,4,0.6,100.0,10.0,10,3,1065.7823484845492
7,Drahi_7.csv,6,4,4,0.6,100.0,10.0,10,4,811.0022694297077
7,Drahi_7.csv,6,4,4,0.6,100.0,10.0,10,5,806.2699277188153
7,Drahi_7.csv,6,4,4,0.6,100.0,10.0,10,6,801.1670952372467
7,Drahi_7.csv,6,4,4,0.6,100.0,10.0,10,7,1061.5782491822529
7,Drahi_7.csv,6,4,4,0.6,100.0,10.0,10,8,1063.377516311865
7,Drahi_7.csv,6,4,4,0.6,100.0,10.0,10,9,800.398335011882
7,Drahi_7.csv,6,4,4,0.6,100.0,10.0,10,10,800.5875726392867
8,Drahi_8.csv,6,4,4,0.6,100.0,10.0,10,1,855.3711373212346
8,Drahi_8.csv,6,4,4,0.6,100.0,10.0,10,2,808.1435641752593
8,Drahi_8.csv,6,4,4,0.6,100.0,10.0,10,3,834.0127837198471
8,Drahi_8.csv,6,4,4,0.6,100.0,10.0,10,4,797.9515182640953
8,Drahi_8.csv,6,4,4,0.6,100.0,10.0,10,5,799.4583035461368
8,Drahi_8.csv,6,4,4,0.6,100.0,10.0,10,6,820.0187358500398
8,Drahi_8.csv,6,4,4,0.6,100.0,10.0,10,7,823.2482813079746
8,Drahi_8.csv,6,4,4,0.6,100.0,10.0,10,8,801.7714368560517
8,Drahi_8.csv,6,4,4,0.6,100.0,10.0,10,9,826.7218201126875
8,Drahi_8.csv,6,4,4,0.6,100.0,10.0,10,10,799.5045236918962
9,Drahi_9.csv,6,4,4,0.6,100.0,10.0,10,1,1040.9836435988225
9,Drahi_9.csv,6,4,4,0.6,100.0,10.0,10,2,1016.476623672651
9,Drahi_9.csv,6,4,4,0.6,100.0,10.0,10,3,1026.3878721517513
9,Drahi_9.csv,6,4,4,0.6,100.0,10.0,10,4,799.4225986767499
9,Drahi_9.csv,6,4,4,0.6,100.0,10.0,10,5,800.1929985547062
9,Drahi_9.csv,6,4,4,0.6,100.0,10.0,10,6,815.0244877382191
9,Drahi_9.csv,6,4,4,0.6,100.0,10.0,10,7,769.3808253969927
9,Drahi_9.csv,6,4,4,0.6,100.0,10.0,10,8,801.5219810326333
9,Drahi_9.csv,6,4,4,0.6,100.0,10.0,10,9,797.9187230122192
9,Drahi_9.csv,6,4,4,0.6,100.0,10.0,10,10,801.0492981135842
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,10,1,800.7800215153708
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,10,2,796.3880959597107
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,10,3,806.5295209256988
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,10,4,788.7070655533759
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,10,5,801.6671081913539
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,10,6,822.2239576616354
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,10,7,803.5907663614997
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,10,8,794.3815139702756
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,10,9,807.5190574765862
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,10,10,758.738004497531
10,Drahi_10.csv,6,4,4,0.2,100.0,20.0,10,1,797.4035566494332
10,Drahi_10.csv,6,4,4,0.2,100.0,20.0,10,2,810.8582704258868
10,Drahi_10.csv,6,4,4,0.2,100.0,20.0,10,3,795.9356156963985
10,Drahi_10.csv,6,4,4,0.2,100.0,20.0,10,4,801.6287553156016
10,Drahi_10.csv,6,4,4,0.2,100.0,20.0,10,5,860.7078788835097
10,Drahi_10.csv,6,4,4,0.2,100.0,20.0,10,6,813.1303890767415
10,Drahi_10.csv,6,4,4,0.2,100.0,20.0,10,7,804.2261611461989
10,Drahi_10.csv,6,4,4,0.2,100.0,20.0,10,8,737.2577013034808
10,Drahi_10.csv,6,4,4,0.2,100.0,20.0,10,9,776.2220889692603
10,Drahi_10.csv,6,4,4,0.2,100.0,20.0,10,10,800.1229011429609
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,10,1,798.4739704247328
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,10,2,799.1246445066485
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,10,3,797.1915203201454
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,10,4,882.4654656589555
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,10,5,799.0828176132452
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,10,6,868.8662539943696
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,10,7,848.7465747288936
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,10,8,797.070641450282
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,10,9,797.0899282507868
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,10,10,812.0507599388276
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,10,1,850.4993621936494
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,10,2,896.0556909365832
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,10,3,879.4953073593783
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,10,4,879.7462318332521
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,10,5,853.1256273751814
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,10,6,878.4135821683484
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,10,7,850.0449769494969
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,10,8,876.5618479158308
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,10,9,880.7537457700456
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,10,10,981.4124446985819
4,Drahi_4.csv,6,4,4,0.2,100.0,20.0,10,1,765.9269824746247
4,Drahi_4.csv,6,4,4,0.2,100.0,20.0,10,2,779.9252982341284
4,Drahi_4.csv,6,4,4,0.2,100.0,20.0,10,3,800.7065440494108
4,Drahi_4.csv,6,4,4,0.2,100.0,20.0,10,4,834.2994191110931
4,Drahi_4.csv,6,4,4,0.2,100.0,20.0,10,5,840.5225418821863
4,Drahi_4.csv,6,4,4,0.2,100.0,20.0,10,6,801.2051250802641
4,Drahi_4.csv,6,4,4,0.2,100.0,20.0,10,7,1363.106649811061
4,Drahi_4.csv,6,4,4,0.2,100.0,20.0,10,8,805.1307057688832
4,Drahi_4.csv,6,4,4,0.2,100.0,20.0,10,9,811.1558259210577
4,Drahi_4.csv,6,4,4,0.2,100.0,20.0,10,10,764.1846018040717
5,Drahi_5.csv,6,4,4,0.2,100.0,20.0,10,1,799.7022643781804
5,Drahi_5.csv,6,4,4,0.2,100.0,20.0,10,2,758.4101056832544
5,Drahi_5.csv,6,4,4,0.2,100.0,20.0,10,3,779.8922615022202
5,Drahi_5.csv,6,4,4,0.2,100.0,20.0,10,4,827.2549810802585
5,Drahi_5.csv,6,4,4,0.2,100.0,20.0,10,5,801.3506120921196
5,Drahi_5.csv,6,4,4,0.2,100.0,20.0,10,6,800.41989979867
5,Drahi_5.csv,6,4,4,0.2,100.0,20.0,10,7,865.0947790618351
5,Drahi_5.csv,6,4,4,0.2,100.0,20.0,10,8,796.5141251032722
5,Drahi_5.csv,6,4,4,0.2,100.0,20.0,10,9,891.7852101393394
5,Drahi_5.csv,6,4,4,0.2,100.0,20.0,10,10,846.4803075280777
6,Drahi_6.csv,6,4,4,0.2,100.0,20.0,10,1,778.5854419586404
6,Drahi_6.csv,6,4,4,0.2,100.0,20.0,10,2,814.3885089585856
6,Drahi_6.csv,6,4,4,0.2,100.0,20.0,10,3,800.763977442002
6,Drahi_6.csv,6,4,4,0.2,100.0,20.0,10,4,789.0579588686763
6,Drahi_6.csv,6,4,4,0.2,100.0,20.0,10,5,819.2073107502466
6,Drahi_6.csv,6,4,4,0.2,100.0,20.0,10,6,836.9741705848949
6,Drahi_6.csv,6,4,4,0.2,100.0,20.0,10,7,821.3765655653131
6,Drahi_6.csv,6,4,4,0.2,100.0,20.0,10,8,772.9281904057107
6,Drahi_6.csv,6,4,4,0.2,100.0,20.0,10,9,856.1372192093999
6,Drahi_6.csv,6,4,4,0.2,100.0,20.0,10,10,831.6108295627412
7,Drahi_7.csv,6,4,4,0.2,100.0,20.0,10,1,775.2116562938934
7,Drahi_7.csv,6,4,4,0.2,100.0,20.0,10,2,790.5156104353384
7,Drahi_7.csv,6,4,4,0.2,100.0,20.0,10,3,841.4839745971108
7,Drahi_7.csv,6,4,4,0.2,100.0,20.0,10,4,1035.8643591786322
7,Drahi_7.csv,6,4,4,0.2,100.0,20.0,10,5,795.7461149012987
7,Drahi_7.csv,6,4,4,0.2,100.0,20.0,10,6,798.7534970364464
7,Drahi_7.csv,6,4,4,0.2,100.0,20.0,10,7,1000.015481858577
7,Drahi_7.csv,6,4,4,0.2,100.0,20.0,10,8,799.7496971656067
7,Drahi_7.csv,6,4,4,0.2,100.0,20.0,10,9,779.919686780629
7,Drahi_7.csv,6,4,4,0.2,100.0,20.0,10,10,830.8948027539291
8,Drahi_8.csv,6,4,4,0.2,100.0,20.0,10,1,801.8201288689723
8,Drahi_8.csv,6,4,4,0.2,100.0,20.0,10,2,802.077752208031
8,Drahi_8.csv,6,4,4,0.2,100.0,20.0,10,3,801.5075940215474
8,Drahi_8.csv,6,4,4,0.2,100.0,20.0,10,4,830.3858532252411
8,Drahi_8.csv,6,4,4,0.2,100.0,20.0,10,5,802.840068935159
8,Drahi_8.csv,6,4,4,0.2,100.0,20.0,10,6,792.5067401505362
8,Drahi_8.csv,6,4,4,0.2,100.0,20.0,10,7,793.7155451547494
8,Drahi_8.csv,6,4,4,0.2,100.0,20.0,10,8,793.9513154177058
8,Drahi_8.csv,6,4,4,0.2,100.0,20.0,10,9,801.2980706227096
8,Drahi_8.csv,6,4,4,0.2,100.0,20.0,10,10,798.8078135620674
9,Drahi_9.csv,6,4,4,0.2,100.0,20.0,10,1,862.5634136271213
9,Drahi_9.csv,6,4,4,0.2,100.0,20.0,10,2,791.8928020469156
9,Drahi_9.csv,6,4,4,0.2,100.0,20.0,10,3,814.7917294181206
9,Drahi_9.csv,6,4,4,0.2,100.0,20.0,10,4,803.1008527404465
9,Drahi_9.csv,6,4,4,0.2,100.0,20.0,10,5,788.1227861848005
9,Drahi_9.csv,6,4,4,0.2,100.0,20.0,10,6,796.2453286341453
9,Drahi_9.csv,6,4,4,0.2,100.0,20.0,10,7,796.0224432728002
9,Drahi_9.csv,6,4,4,0.2,100.0,20.0,10,8,798.8702035137179
9,Drahi_9.csv,6,4,4,0.2,100.0,20.0,10,9,808.726602761766
9,Drahi_9.csv,6,4,4,0.2,100.0,20.0,10,10,783.0702459269953
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,10,1,924.807529136422
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,10,2,727.7847665660911
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,10,3,800.7426069063818
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,10,4,798.0200145897204
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,10,5,801.9989726133907
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,10,6,914.9211244145672
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,10,7,817.9944116797265
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,10,8,778.078687330172
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,10,9,805.8273067518581
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,10,10,761.4602050382234
10,Drahi_10.csv,6,4,4,0.6,100.0,20.0,10,1,802.0928196103141
10,Drahi_10.csv,6,4,4,0.6,100.0,20.0,10,2,802.7811231686916
10,Drahi_10.csv,6,4,4,0.6,100.0,20.0,10,3,809.932839554221
10,Drahi_10.csv,6,4,4,0.6,100.0,20.0,10,4,790.8410561497267
10,Drahi_10.csv,6,4,4,0.6,100.0,20.0,10,5,801.2709460012478
10,Drahi_10.csv,6,4,4,0.6,100.0,20.0,10,6,779.8462233519101
10,Drahi_10.csv,6,4,4,0.6,100.0,20.0,10,7,728.503536511774
10,Drahi_10.csv,6,4,4,0.6,100.0,20.0,10,8,799.8154338725524
10,Drahi_10.csv,6,4,4,0.6,100.0,20.0,10,9,783.9586141983187
10,Drahi_10.csv,6,4,4,0.6,100.0,20.0,10,10,800.9864183477008
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,10,1,752.0100563673284
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,10,2,807.4841090374534
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,10,3,804.0831160366542
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,10,4,788.8833239871874
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,10,5,852.9823847688808
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,10,6,797.9979084919953
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,10,7,806.8909510500421
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,10,8,802.8473258028413
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,10,9,771.0890981854521
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,10,10,811.5043799287608
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,10,1,871.1819081282523
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,10,2,801.3368218072943
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,10,3,787.4818498032346
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,10,4,845.9273453498968
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,10,5,789.9957632402183
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,10,6,799.682055304851
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,10,7,741.8855990562502
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,10,8,836.2110267812182
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,10,9,792.7256669841868
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,10,10,801.4135412264598
4,Drahi_4.csv,6,4,4,0.6,100.0,20.0,10,1,957.5662440094912
4,Drahi_4.csv,6,4,4,0.6,100.0,20.0,10,2,726.5243769593772
4,Drahi_4.csv,6,4,4,0.6,100.0,20.0,10,3,981.2934973625732
4,Drahi_4.csv,6,4,4,0.6,100.0,20.0,10,4,804.0718881842555
4,Drahi_4.csv,6,4,4,0.6,100.0,20.0,10,5,820.7011541057992
4,Drahi_4.csv,6,4,4,0.6,100.0,20.0,10,6,803.160763098387
4,Drahi_4.csv,6,4,4,0.6,100.0,20.0,10,7,798.6962578168973
4,Drahi_4.csv,6,4,4,0.6,100.0,20.0,10,8,965.7038022069637
4,Drahi_4.csv,6,4,4,0.6,100.0,20.0,10,9,723.5325805709274
4,Drahi_4.csv,6,4,4,0.6,100.0,20.0,10,10,771.4795175675899
5,Drahi_5.csv,6,4,4,0.6,100.0,20.0,10,1,798.9644149199798
5,Drahi_5.csv,6,4,4,0.6,100.0,20.0,10,2,738.1294270202477
5,Drahi_5.csv,6,4,4,0.6,100.0,20.0,10,3,988.3471730760484
5,Drahi_5.csv,6,4,4,0.6,100.0,20.0,10,4,802.5265344400227
5,Drahi_5.csv,6,4,4,0.6,100.0,20.0,10,5,1018.6078931424848
5,Drahi_5.csv,6,4,4,0.6,100.0,20.0,10,6,985.3766669637567
5,Drahi_5.csv,6,4,4,0.6,100.0,20.0,10,7,805.8535206761275
5,Drahi_5.csv,6,4,4,0.6,100.0,20.0,10,8,805.6050165367975
5,Drahi_5.csv,6,4,4,0.6,100.0,20.0,10,9,804.572869016067
5,Drahi_5.csv,6,4,4,0.6,100.0,20.0,10,10,810.9179617555207
6,Drahi_6.csv,6,4,4,0.6,100.0,20.0,10,1,808.6988942130173
6,Drahi_6.csv,6,4,4,0.6,100.0,20.0,10,2,800.4526386731003
6,Drahi_6.csv,6,4,4,0.6,100.0,20.0,10,3,794.5341077362463
6,Drahi_6.csv,6,4,4,0.6,100.0,20.0,10,4,797.7251306085407
6,Drahi_6.csv,6,4,4,0.6,100.0,20.0,10,5,781.9185084676656
6,Drahi_6.csv,6,4,4,0.6,100.0,20.0,10,6,799.5249620680432
6,Drahi_6.csv,6,4,4,0.6,100.0,20.0,10,7,798.8162915516002
6,Drahi_6.csv,6,4,4,0.6,100.0,20.0,10,8,809.337931663497
6,Drahi_6.csv,6,4,4,0.6,100.0,20.0,10,9,798.6473592445404
6,Drahi_6.csv,6,4,4,0.6,100.0,20.0,10,10,760.641760083662
7,Drahi_7.csv,6,4,4,0.6,100.0,20.0,10,1,793.5066548221744
7,Drahi_7.csv,6,4,4,0.6,100.0,20.0,10,2,798.6973516393563
7,Drahi_7.csv,6,4,4,0.6,100.0,20.0,10,3,788.2240107917582
7,Drahi_7.csv,6,4,4,0.6,100.0,20.0,10,4,807.6170633497873
7,Drahi_7.csv,6,4,4,0.6,100.0,20.0,10,5,793.3751309290404
7,Drahi_7.csv,6,4,4,0.6,100.0,20.0,10,6,809.1524836515184
7,Drahi_7.csv,6,4,4,0.6,100.0,20.0,10,7,820.7940692451965
7,Drahi_7.csv,6,4,4,0.6,100.0,20.0,10,8,793.7071404340721
7,Drahi_7.csv,6,4,4,0.6,100.0,20.0,10,9,814.7806187979863
7,Drahi_7.csv,6,4,4,0.6,100.0,20.0,10,10,817.3802352479539
8,Drahi_8.csv,6,4,4,0.6,100.0,20.0,10,1,801.1312387592558
8,Drahi_8.csv,6,4,4,0.6,100.0,20.0,10,2,767.8363049309955
8,Drahi_8.csv,6,4,4,0.6,100.0,20.0,10,3,802.2997365488922
8,Drahi_8.csv,6,4,4,0.6,100.0,20.0,10,4,1259.8156175371346
8,Drahi_8.csv,6,4,4,0.6,100.0,20.0,10,5,863.3157068037939
8,Drahi_8.csv,6,4,4,0.6,100.0,20.0,10,6,1287.9012883216765
8,Drahi_8.csv,6,4,4,0.6,100.0,20.0,10,7,738.2540611641205
8,Drahi_8.csv,6,4,4,0.6,100.0,20.0,10,8,789.2631110206635
8,Drahi_8.csv,6,4,4,0.6,100.0,20.0,10,9,801.6021064923567
8,Drahi_8.csv,6,4,4,0.6,100.0,20.0,10,10,798.4618951944876
9,Drahi_9.csv,6,4,4,0.6,100.0,20.0,10,1,803.7495708765591
9,Drahi_9.csv,6,4,4,0.6,100.0,20.0,10,2,1270.1911249404145
9,Drahi_9.csv,6,4,4,0.6,100.0,20.0,10,3,767.1903811332672
9,Drahi_9.csv,6,4,4,0.6,100.0,20.0,10,4,806.1418733576852
9,Drahi_9.csv,6,4,4,0.6,100.0,20.0,10,5,747.068576710158
9,Drahi_9.csv,6,4,4,0.6,100.0,20.0,10,6,801.1938051736516
9,Drahi_9.csv,6,4,4,0.6,100.0,20.0,10,7,813.8910193979206
9,Drahi_9.csv,6,4,4,0.6,100.0,20.0,10,8,1262.32962489804
9,Drahi_9.csv,6,4,4,0.6,100.0,20.0,10,9,808.8721356455658
9,Drahi_9.csv,6,4,4,0.6,100.0,20.0,10,10,739.3445349310911
